DATE,TYPE,CATEGORY,AMOUNT
2024-11-05,Inflow,Commission Income,364
2024-11-05,Inflow,Asset Sales,194
2024-11-05,Inflow,Interest Income,137
2024-11-05,Inflow,Grant / Aid Received,174
2024-11-05,Inflow,Subscription Income,659
2024-11-05,Inflow,Service Fees,1308
2024-11-05,Inflow,Sales Revenue,4502
2024-11-05,Inflow,Consulting Fees,657
2024-11-06,Outflow,Marketing & Ads,642
2024-11-06,Outflow,Maintenance & Repairs,118
2024-11-06,Outflow,Equipment Purchase,311
2024-11-06,Outflow,Vendor Payments,1125
2024-11-06,Inflow,Sales Revenue,3786
2024-11-06,Inflow,Interest Income,128
2024-11-06,Inflow,Grant / Aid Received,168
2024-11-06,Inflow,Service Fees,884
2024-11-06,Inflow,Commission Income,257
2024-11-07,Outflow,Office Supplies,57
2024-11-07,Outflow,Marketing & Ads,687
2024-11-07,Outflow,Vendor Payments,1080
2024-11-07,Inflow,Interest Income,100
2024-11-07,Inflow,Grant / Aid Received,158
2024-11-07,Inflow,Subscription Income,669
2024-11-07,Inflow,Service Fees,1663
2024-11-07,Inflow,Tax Refunds,100
2024-11-08,Outflow,Marketing & Ads,585
2024-11-08,Outflow,Professional Services,265
2024-11-08,Outflow,Equipment Purchase,358
2024-11-08,Outflow,Tax Payments,52
2024-11-08,Inflow,Commission Income,284
2024-11-08,Outflow,Office Supplies,81
2024-11-08,Inflow,Tax Refunds,100
2024-11-08,Inflow,Grant / Aid Received,179
2024-11-08,Inflow,Service Fees,1285
2024-11-08,Inflow,Sales Revenue,4437
2024-11-08,Inflow,Interest Income,133
2024-11-09,Inflow,Sales Revenue,1792
2024-11-09,Inflow,Subscription Income,568
2024-11-09,Outflow,Tax Payments,50
2024-11-10,Inflow,Subscription Income,465
2024-11-10,Outflow,Software Subscriptions,2139
2024-11-11,Outflow,Equipment Purchase,256
2024-11-11,Outflow,Tax Payments,57
2024-11-11,Outflow,Vendor Payments,870
2024-11-11,Inflow,Grant / Aid Received,132
2024-11-11,Inflow,Tax Refunds,100
2024-11-11,Inflow,Subscription Income,711
2024-11-11,Inflow,Commission Income,191
2024-11-12,Outflow,Marketing & Ads,262
2024-11-12,Outflow,Maintenance & Repairs,156
2024-11-12,Outflow,Travel & Transport,94
2024-11-12,Outflow,Office Supplies,77
2024-11-12,Outflow,Equipment Purchase,364
2024-11-12,Outflow,Tax Payments,63
2024-11-12,Outflow,Vendor Payments,1195
2024-11-12,Inflow,Service Fees,1492
2024-11-12,Inflow,Commission Income,328
2024-11-12,Inflow,Asset Sales,212
2024-11-12,Inflow,Interest Income,105
2024-11-12,Inflow,Tax Refunds,100
2024-11-12,Inflow,Subscription Income,730
2024-11-12,Inflow,Sales Revenue,4020
2024-11-12,Inflow,Consulting Fees,639
2024-11-13,Outflow,Equipment Purchase,362
2024-11-13,Outflow,Maintenance & Repairs,125
2024-11-13,Outflow,Professional Services,353
2024-11-13,Outflow,Travel & Transport,125
2024-11-13,Outflow,Office Supplies,69
2024-11-13,Outflow,Marketing & Ads,594
2024-11-13,Outflow,Tax Payments,64
2024-11-13,Inflow,Consulting Fees,530
2024-11-13,Outflow,Vendor Payments,1226
2024-11-13,Inflow,Commission Income,274
2024-11-13,Inflow,Interest Income,137
2024-11-13,Inflow,Grant / Aid Received,166
2024-11-13,Inflow,Subscription Income,916
2024-11-13,Inflow,Sales Revenue,3382
2024-11-14,Outflow,Maintenance & Repairs,142
2024-11-14,Outflow,Professional Services,243
2024-11-14,Outflow,Equipment Purchase,356
2024-11-14,Outflow,Marketing & Ads,513
2024-11-14,Outflow,Vendor Payments,1141
2024-11-14,Inflow,Consulting Fees,591
2024-11-14,Inflow,Commission Income,356
2024-11-14,Inflow,Interest Income,120
2024-11-14,Inflow,Grant / Aid Received,170
2024-11-14,Inflow,Subscription Income,721
2024-11-14,Inflow,Service Fees,1527
2024-11-14,Inflow,Sales Revenue,3568
2024-11-15,Outflow,Office Supplies,79
2024-11-15,Outflow,Tax Payments,50
2024-11-15,Outflow,Travel & Transport,127
2024-11-15,Outflow,Loan Repayments,6475
2024-11-15,Outflow,Marketing & Ads,556
2024-11-15,Outflow,Vendor Payments,1283
2024-11-15,Inflow,Consulting Fees,638
2024-11-15,Inflow,Subscription Income,738
2024-11-15,Inflow,Asset Sales,112
2024-11-15,Inflow,Interest Income,142
2024-11-15,Inflow,Tax Refunds,100
2024-11-15,Inflow,Grant / Aid Received,160
2024-11-15,Inflow,Service Fees,1475
2024-11-15,Inflow,Sales Revenue,4992
2024-11-15,Inflow,Commission Income,302
2024-11-16,Inflow,Sales Revenue,1424
2024-11-16,Inflow,Grant / Aid Received,100
2024-11-16,Inflow,Tax Refunds,100
2024-11-16,Inflow,Interest Income,100
2024-11-16,Outflow,Maintenance & Repairs,50
2024-11-18,Outflow,Tax Payments,56
2024-11-18,Outflow,Travel & Transport,59
2024-11-18,Outflow,Professional Services,229
2024-11-18,Outflow,Marketing & Ads,421
2024-11-18,Outflow,Office Supplies,50
2024-11-18,Inflow,Interest Income,133
2024-11-18,Inflow,Service Fees,1002
2024-11-18,Inflow,Sales Revenue,3204
2024-11-18,Inflow,Asset Sales,230
2024-11-19,Outflow,Travel & Transport,145
2024-11-19,Outflow,Marketing & Ads,336
2024-11-19,Inflow,Commission Income,298
2024-11-19,Inflow,Asset Sales,220
2024-11-19,Inflow,Grant / Aid Received,146
2024-11-19,Inflow,Subscription Income,665
2024-11-19,Inflow,Sales Revenue,4439
2024-11-19,Inflow,Interest Income,152
2024-11-20,Inflow,Consulting Fees,629
2024-11-20,Outflow,Travel & Transport,83
2024-11-20,Outflow,Marketing & Ads,585
2024-11-20,Outflow,Vendor Payments,1434
2024-11-20,Inflow,Asset Sales,161
2024-11-20,Outflow,Tax Payments,50
2024-11-20,Inflow,Tax Refunds,100
2024-11-20,Inflow,Grant / Aid Received,165
2024-11-20,Inflow,Subscription Income,691
2024-11-20,Inflow,Service Fees,1297
2024-11-20,Inflow,Sales Revenue,4010
2024-11-20,Inflow,Interest Income,143
2024-11-21,Outflow,Maintenance & Repairs,119
2024-11-21,Outflow,Travel & Transport,100
2024-11-21,Outflow,Office Supplies,60
2024-11-21,Outflow,Equipment Purchase,429
2024-11-21,Outflow,Tax Payments,54
2024-11-21,Outflow,Vendor Payments,569
2024-11-21,Inflow,Consulting Fees,582
2024-11-21,Inflow,Asset Sales,235
2024-11-21,Inflow,Interest Income,132
2024-11-21,Inflow,Tax Refunds,100
2024-11-21,Inflow,Grant / Aid Received,177
2024-11-21,Inflow,Service Fees,1572
2024-11-21,Inflow,Sales Revenue,4327
2024-11-21,Inflow,Commission Income,335
2024-11-22,Outflow,Maintenance & Repairs,110
2024-11-22,Outflow,Professional Services,259
2024-11-22,Outflow,Travel & Transport,111
2024-11-22,Outflow,Office Supplies,68
2024-11-22,Outflow,Tax Payments,50
2024-11-22,Outflow,Marketing & Ads,703
2024-11-22,Outflow,Vendor Payments,1350
2024-11-22,Inflow,Asset Sales,213
2024-11-22,Inflow,Commission Income,255
2024-11-22,Inflow,Interest Income,109
2024-11-22,Inflow,Tax Refunds,100
2024-11-22,Inflow,Grant / Aid Received,186
2024-11-22,Inflow,Service Fees,1250
2024-11-22,Inflow,Sales Revenue,4456
2024-11-22,Inflow,Consulting Fees,787
2024-11-23,Outflow,Travel & Transport,50
2024-11-23,Outflow,Equipment Purchase,82
2024-11-23,Inflow,Rental Income,238
2024-11-23,Inflow,Commission Income,104
2024-11-23,Inflow,Interest Income,100
2024-11-23,Inflow,Tax Refunds,100
2024-11-23,Inflow,Sales Revenue,1676
2024-11-23,Inflow,Asset Sales,100
2024-11-24,Inflow,Service Fees,319
2024-11-24,Outflow,Tax Payments,50
2024-11-24,Outflow,Travel & Transport,50
2024-11-25,Outflow,Equipment Purchase,243
2024-11-25,Outflow,Professional Services,180
2024-11-25,Outflow,Office Supplies,82
2024-11-25,Outflow,Maintenance & Repairs,82
2024-11-25,Outflow,Tax Payments,51
2024-11-25,Inflow,Tax Refunds,100
2024-11-25,Inflow,Interest Income,138
2024-11-25,Inflow,Service Fees,578
2024-11-25,Inflow,Sales Revenue,3371
2024-11-25,Outflow,Marketing & Ads,397
2024-11-26,Outflow,Maintenance & Repairs,180
2024-11-26,Outflow,Professional Services,216
2024-11-26,Outflow,Travel & Transport,101
2024-11-26,Outflow,Tax Payments,55
2024-11-26,Outflow,Marketing & Ads,522
2024-11-26,Inflow,Tax Refunds,100
2024-11-26,Inflow,Service Fees,1378
2024-11-26,Inflow,Sales Revenue,3582
2024-11-26,Inflow,Interest Income,159
2024-11-27,Outflow,Travel & Transport,130
2024-11-27,Outflow,Office Supplies,62
2024-11-27,Outflow,Marketing & Ads,716
2024-11-27,Outflow,Vendor Payments,1112
2024-11-27,Inflow,Subscription Income,928
2024-11-27,Inflow,Tax Refunds,100
2024-11-27,Inflow,Service Fees,1400
2024-11-27,Inflow,Sales Revenue,4844
2024-11-27,Inflow,Consulting Fees,668
2024-11-28,Outflow,Maintenance & Repairs,109
2024-11-28,Outflow,Travel & Transport,78
2024-11-28,Outflow,Tax Payments,50
2024-11-28,Outflow,Marketing & Ads,702
2024-11-28,Inflow,Consulting Fees,607
2024-11-28,Outflow,Staff Salaries,34527
2024-11-28,Inflow,Interest Income,131
2024-11-28,Inflow,Tax Refunds,100
2024-11-28,Inflow,Subscription Income,922
2024-11-28,Inflow,Service Fees,1315
2024-11-28,Inflow,Commission Income,287
2024-11-29,Outflow,Maintenance & Repairs,101
2024-11-29,Outflow,Travel & Transport,101
2024-11-29,Outflow,Office Supplies,71
2024-11-29,Outflow,Tax Payments,50
2024-11-29,Outflow,Marketing & Ads,779
2024-11-29,Outflow,Vendor Payments,818
2024-11-29,Inflow,Commission Income,285
2024-11-29,Inflow,Tax Refunds,100
2024-11-29,Inflow,Subscription Income,891
2024-11-29,Inflow,Service Fees,1670
2024-11-29,Inflow,Sales Revenue,3678
2024-11-29,Inflow,Consulting Fees,792
2024-11-30,Outflow,Maintenance & Repairs,50
2024-11-30,Inflow,Asset Sales,100
2024-11-30,Outflow,Marketing & Ads,159
2024-11-30,Inflow,Sales Revenue,2356
2024-11-30,Inflow,Interest Income,100
2024-12-01,Inflow,Subscription Income,534
2024-12-01,Inflow,Interest Income,100
2024-12-01,Outflow,Rent & Utilities,11304
2024-12-02,Outflow,Professional Services,164
2024-12-02,Outflow,Travel & Transport,50
2024-12-02,Outflow,Equipment Purchase,184
2024-12-02,Outflow,Vendor Payments,853
2024-12-02,Inflow,Consulting Fees,381
2024-12-02,Inflow,Tax Refunds,100
2024-12-02,Inflow,Asset Sales,100
2024-12-02,Inflow,Grant / Aid Received,134
2024-12-02,Inflow,Subscription Income,840
2024-12-02,Inflow,Sales Revenue,4409
2024-12-02,Inflow,Commission Income,335
2024-12-03,Outflow,Professional Services,221
2024-12-03,Outflow,Office Supplies,75
2024-12-03,Outflow,Equipment Purchase,204
2024-12-03,Outflow,Tax Payments,846
2024-12-03,Outflow,Marketing & Ads,663
2024-12-03,Outflow,Vendor Payments,937
2024-12-03,Outflow,Maintenance & Repairs,135
2024-12-03,Inflow,Commission Income,315
2024-12-03,Inflow,Tax Refunds,100
2024-12-03,Inflow,Grant / Aid Received,160
2024-12-03,Inflow,Subscription Income,989
2024-12-03,Inflow,Service Fees,1704
2024-12-03,Inflow,Sales Revenue,4042
2024-12-03,Inflow,Consulting Fees,498
2024-12-04,Outflow,Professional Services,147
2024-12-04,Outflow,Travel & Transport,89
2024-12-04,Outflow,Office Supplies,62
2024-12-04,Outflow,Equipment Purchase,216
2024-12-04,Outflow,Tax Payments,798
2024-12-04,Outflow,Vendor Payments,1012
2024-12-04,Inflow,Commission Income,269
2024-12-04,Inflow,Asset Sales,100
2024-12-04,Inflow,Grant / Aid Received,160
2024-12-04,Inflow,Service Fees,1196
2024-12-04,Inflow,Consulting Fees,581
2024-12-05,Outflow,Maintenance & Repairs,115
2024-12-05,Outflow,Professional Services,289
2024-12-05,Outflow,Travel & Transport,85
2024-12-05,Outflow,Office Supplies,50
2024-12-05,Outflow,Insurance Premiums,3093
2024-12-05,Outflow,Equipment Purchase,173
2024-12-05,Outflow,Vendor Payments,1008
2024-12-05,Outflow,Tax Payments,695
2024-12-05,Inflow,Commission Income,373
2024-12-05,Inflow,Sales Revenue,5707
2024-12-05,Inflow,Service Fees,1182
2024-12-05,Inflow,Subscription Income,761
2024-12-05,Inflow,Consulting Fees,607
2024-12-05,Inflow,Tax Refunds,100
2024-12-05,Inflow,Grant / Aid Received,188
2024-12-05,Inflow,Asset Sales,100
2024-12-06,Inflow,Sales Revenue,4619
2024-12-06,Inflow,Service Fees,1221
2024-12-06,Inflow,Subscription Income,901
2024-12-06,Inflow,Interest Income,148
2024-12-06,Inflow,Asset Sales,100
2024-12-06,Outflow,Vendor Payments,1353
2024-12-06,Outflow,Marketing & Ads,849
2024-12-06,Outflow,Tax Payments,837
2024-12-06,Outflow,Travel & Transport,104
2024-12-06,Outflow,Professional Services,200
2024-12-06,Inflow,Consulting Fees,447
2024-12-07,Outflow,Maintenance & Repairs,50
2024-12-07,Outflow,Tax Payments,187
2024-12-07,Outflow,Travel & Transport,50
2024-12-07,Outflow,Office Supplies,50
2024-12-07,Outflow,Marketing & Ads,225
2024-12-07,Inflow,Rental Income,262
2024-12-07,Outflow,Vendor Payments,321
2024-12-07,Inflow,Asset Sales,100
2024-12-07,Inflow,Tax Refunds,100
2024-12-08,Inflow,Sales Revenue,1491
2024-12-08,Inflow,Commission Income,100
2024-12-09,Inflow,Sales Revenue,4516
2024-12-09,Inflow,Subscription Income,1004
2024-12-09,Inflow,Consulting Fees,416
2024-12-09,Outflow,Vendor Payments,804
2024-12-09,Outflow,Marketing & Ads,556
2024-12-09,Outflow,Equipment Purchase,193
2024-12-09,Outflow,Office Supplies,74
2024-12-09,Inflow,Tax Refunds,100
2024-12-10,Outflow,Professional Services,176
2024-12-10,Inflow,Consulting Fees,623
2024-12-10,Outflow,Software Subscriptions,2465
2024-12-10,Outflow,Travel & Transport,86
2024-12-10,Inflow,Commission Income,349
2024-12-10,Inflow,Subscription Income,648
2024-12-10,Inflow,Asset Sales,100
2024-12-10,Inflow,Sales Revenue,5015
2024-12-11,Inflow,Consulting Fees,405
2024-12-11,Outflow,Travel & Transport,91
2024-12-11,Outflow,Equipment Purchase,133
2024-12-11,Outflow,Tax Payments,619
2024-12-11,Inflow,Asset Sales,100
2024-12-11,Inflow,Commission Income,382
2024-12-11,Inflow,Tax Refunds,100
2024-12-11,Inflow,Grant / Aid Received,140
2024-12-11,Inflow,Subscription Income,743
2024-12-11,Inflow,Service Fees,1216
2024-12-11,Inflow,Interest Income,117
2024-12-12,Outflow,Marketing & Ads,691
2024-12-12,Outflow,Travel & Transport,80
2024-12-12,Outflow,Office Supplies,85
2024-12-12,Outflow,Tax Payments,849
2024-12-12,Outflow,Maintenance & Repairs,150
2024-12-12,Inflow,Commission Income,288
2024-12-12,Inflow,Tax Refunds,100
2024-12-12,Inflow,Grant / Aid Received,178
2024-12-12,Inflow,Service Fees,1912
2024-12-12,Inflow,Sales Revenue,4770
2024-12-12,Inflow,Interest Income,130
2024-12-13,Outflow,Professional Services,250
2024-12-13,Outflow,Office Supplies,68
2024-12-13,Outflow,Equipment Purchase,196
2024-12-13,Outflow,Marketing & Ads,684
2024-12-13,Outflow,Vendor Payments,1128
2024-12-13,Inflow,Consulting Fees,465
2024-12-13,Inflow,Interest Income,103
2024-12-13,Inflow,Asset Sales,100
2024-12-13,Inflow,Tax Refunds,100
2024-12-13,Inflow,Subscription Income,687
2024-12-13,Inflow,Service Fees,1253
2024-12-13,Inflow,Sales Revenue,4354
2024-12-13,Inflow,Commission Income,417
2024-12-14,Outflow,Travel & Transport,50
2024-12-14,Outflow,Vendor Payments,375
2024-12-14,Outflow,Office Supplies,50
2024-12-14,Inflow,Tax Refunds,100
2024-12-14,Inflow,Sales Revenue,2296
2024-12-14,Inflow,Rental Income,247
2024-12-15,Inflow,Interest Income,100
2024-12-15,Outflow,Marketing & Ads,110
2024-12-15,Outflow,Loan Repayments,6110
2024-12-15,Outflow,Travel & Transport,50
2024-12-16,Outflow,Travel & Transport,56
2024-12-16,Outflow,Office Supplies,83
2024-12-16,Outflow,Marketing & Ads,495
2024-12-16,Inflow,Asset Sales,100
2024-12-16,Inflow,Tax Refunds,100
2024-12-16,Inflow,Subscription Income,850
2024-12-16,Outflow,Vendor Payments,928
2024-12-17,Inflow,Commission Income,282
2024-12-17,Outflow,Maintenance & Repairs,119
2024-12-17,Outflow,Travel & Transport,70
2024-12-17,Outflow,Marketing & Ads,596
2024-12-17,Inflow,Asset Sales,100
2024-12-17,Outflow,Equipment Purchase,169
2024-12-17,Inflow,Grant / Aid Received,167
2024-12-17,Inflow,Subscription Income,833
2024-12-17,Inflow,Service Fees,1422
2024-12-17,Inflow,Sales Revenue,3554
2024-12-17,Inflow,Interest Income,120
2024-12-18,Outflow,Maintenance & Repairs,133
2024-12-18,Outflow,Travel & Transport,94
2024-12-18,Outflow,Office Supplies,85
2024-12-18,Outflow,Equipment Purchase,190
2024-12-18,Outflow,Tax Payments,737
2024-12-18,Outflow,Marketing & Ads,624
2024-12-18,Outflow,Vendor Payments,1166
2024-12-18,Inflow,Asset Sales,100
2024-12-18,Inflow,Interest Income,143
2024-12-18,Inflow,Tax Refunds,100
2024-12-18,Inflow,Grant / Aid Received,174
2024-12-18,Inflow,Service Fees,1852
2024-12-18,Inflow,Sales Revenue,5100
2024-12-18,Inflow,Consulting Fees,522
2024-12-19,Outflow,Marketing & Ads,643
2024-12-19,Outflow,Maintenance & Repairs,144
2024-12-19,Outflow,Professional Services,220
2024-12-19,Outflow,Travel & Transport,70
2024-12-19,Outflow,Office Supplies,83
2024-12-19,Outflow,Tax Payments,731
2024-12-19,Outflow,Vendor Payments,1051
2024-12-19,Inflow,Sales Revenue,4679
2024-12-19,Inflow,Interest Income,146
2024-12-19,Inflow,Tax Refunds,100
2024-12-19,Inflow,Grant / Aid Received,121
2024-12-19,Inflow,Subscription Income,908
2024-12-19,Inflow,Service Fees,1582
2024-12-19,Inflow,Commission Income,334
2024-12-20,Outflow,Maintenance & Repairs,113
2024-12-20,Outflow,Equipment Purchase,241
2024-12-20,Outflow,Tax Payments,861
2024-12-20,Outflow,Marketing & Ads,653
2024-12-20,Outflow,Vendor Payments,1174
2024-12-20,Outflow,Professional Services,197
2024-12-20,Inflow,Commission Income,316
2024-12-20,Inflow,Asset Sales,100
2024-12-20,Inflow,Tax Refunds,100
2024-12-20,Inflow,Service Fees,1535
2024-12-20,Inflow,Sales Revenue,5363
2024-12-20,Inflow,Consulting Fees,753
2024-12-21,Outflow,Office Supplies,50
2024-12-21,Outflow,Marketing & Ads,181
2024-12-21,Inflow,Consulting Fees,149
2024-12-21,Outflow,Vendor Payments,341
2024-12-21,Inflow,Asset Sales,100
2024-12-21,Inflow,Subscription Income,537
2024-12-21,Inflow,Commission Income,103
2024-12-22,Inflow,Tax Refunds,100
2024-12-22,Inflow,Interest Income,100
2024-12-22,Outflow,Equipment Purchase,50
2024-12-22,Outflow,Professional Services,50
2024-12-23,Outflow,Equipment Purchase,138
2024-12-23,Outflow,Professional Services,156
2024-12-23,Outflow,Maintenance & Repairs,97
2024-12-23,Inflow,Consulting Fees,461
2024-12-23,Outflow,Office Supplies,63
2024-12-23,Inflow,Interest Income,117
2024-12-23,Inflow,Tax Refunds,100
2024-12-23,Inflow,Subscription Income,927
2024-12-23,Inflow,Sales Revenue,4327
2024-12-23,Inflow,Asset Sales,100
2024-12-24,Outflow,Maintenance & Repairs,197
2024-12-24,Outflow,Office Supplies,72
2024-12-24,Outflow,Marketing & Ads,510
2024-12-24,Outflow,Vendor Payments,931
2024-12-24,Inflow,Consulting Fees,375
2024-12-24,Inflow,Commission Income,376
2024-12-24,Inflow,Asset Sales,100
2024-12-24,Inflow,Interest Income,159
2024-12-24,Inflow,Tax Refunds,100
2024-12-24,Inflow,Grant / Aid Received,101
2024-12-24,Inflow,Subscription Income,668
2024-12-24,Inflow,Sales Revenue,4407
2024-12-25,Outflow,Maintenance & Repairs,188
2024-12-25,Outflow,Professional Services,222
2024-12-25,Outflow,Office Supplies,71
2024-12-25,Outflow,Tax Payments,585
2024-12-25,Inflow,Consulting Fees,506
2024-12-25,Inflow,Sales Revenue,4961
2024-12-25,Inflow,Interest Income,164
2024-12-25,Inflow,Tax Refunds,100
2024-12-25,Inflow,Grant / Aid Received,150
2024-12-25,Inflow,Subscription Income,1035
2024-12-25,Inflow,Commission Income,331
2024-12-26,Inflow,Consulting Fees,598
2024-12-26,Outflow,Professional Services,213
2024-12-26,Outflow,Equipment Purchase,169
2024-12-26,Outflow,Tax Payments,511
2024-12-26,Outflow,Marketing & Ads,548
2024-12-26,Outflow,Vendor Payments,1147
2024-12-26,Inflow,Commission Income,357
2024-12-26,Outflow,Maintenance & Repairs,169
2024-12-26,Inflow,Interest Income,135
2024-12-26,Inflow,Tax Refunds,100
2024-12-26,Inflow,Grant / Aid Received,146
2024-12-26,Inflow,Subscription Income,600
2024-12-26,Inflow,Service Fees,1498
2024-12-26,Inflow,Sales Revenue,3739
2024-12-26,Inflow,Asset Sales,100
2024-12-27,Outflow,Maintenance & Repairs,134
2024-12-27,Outflow,Professional Services,281
2024-12-27,Outflow,Tax Payments,814
2024-12-27,Outflow,Marketing & Ads,687
2024-12-27,Inflow,Consulting Fees,731
2024-12-27,Inflow,Grant / Aid Received,150
2024-12-27,Inflow,Tax Refunds,100
2024-12-27,Inflow,Subscription Income,873
2024-12-27,Inflow,Service Fees,1441
2024-12-27,Inflow,Sales Revenue,4986
2024-12-27,Inflow,Interest Income,162
2024-12-28,Inflow,Rental Income,223
2024-12-28,Outflow,Staff Salaries,34776
2024-12-28,Inflow,Consulting Fees,176
2024-12-28,Outflow,Travel & Transport,50
2024-12-28,Inflow,Asset Sales,100
2024-12-28,Inflow,Subscription Income,727
2024-12-28,Inflow,Commission Income,117
2024-12-29,Inflow,Tax Refunds,100
2024-12-29,Outflow,Travel & Transport,50
2024-12-30,Outflow,Maintenance & Repairs,89
2024-12-30,Outflow,Tax Payments,935
2024-12-30,Outflow,Vendor Payments,988
2024-12-30,Inflow,Consulting Fees,499
2024-12-30,Outflow,Equipment Purchase,91
2024-12-30,Inflow,Tax Refunds,100
2024-12-30,Inflow,Subscription Income,874
2024-12-30,Inflow,Service Fees,1162
2024-12-30,Inflow,Sales Revenue,3904
2024-12-30,Inflow,Asset Sales,100
2024-12-31,Outflow,Travel & Transport,78
2024-12-31,Outflow,Office Supplies,88
2024-12-31,Outflow,Equipment Purchase,192
2024-12-31,Outflow,Marketing & Ads,719
2024-12-31,Inflow,Consulting Fees,560
2024-12-31,Inflow,Tax Refunds,100
2024-12-31,Inflow,Interest Income,166
2024-12-31,Inflow,Subscription Income,576
2024-12-31,Inflow,Service Fees,1518
2024-12-31,Inflow,Sales Revenue,3931
2024-12-31,Outflow,Professional Services,226
2024-12-31,Inflow,Asset Sales,100
2024-12-31,Outflow,Maintenance & Repairs,143
2019-01-01,Inflow,Sales Revenue,2659
2019-01-01,Outflow,Maintenance & Repairs,90
2019-01-01,Outflow,Professional Services,121
2019-01-01,Outflow,Travel & Transport,52
2019-01-01,Outflow,Office Supplies,63
2019-01-01,Outflow,Equipment Purchase,137
2019-01-01,Outflow,Tax Payments,50
2019-01-01,Outflow,Vendor Payments,641
2019-01-01,Outflow,Marketing & Ads,263
2019-01-01,Inflow,Consulting Fees,544
2019-01-01,Inflow,Commission Income,186
2019-01-01,Inflow,Interest Income,100
2019-01-01,Inflow,Grant / Aid Received,614
2019-01-01,Inflow,Subscription Income,658
2019-01-01,Inflow,Service Fees,969
2019-01-01,Outflow,Rent & Utilities,9138
2019-01-02,Outflow,Office Supplies,50
2019-01-02,Outflow,Maintenance & Repairs,102
2019-01-02,Outflow,Professional Services,158
2019-01-02,Inflow,Consulting Fees,425
2019-01-02,Outflow,Marketing & Ads,243
2019-01-02,Inflow,Interest Income,100
2019-01-02,Inflow,Tax Refunds,100
2019-01-02,Inflow,Grant / Aid Received,524
2019-01-02,Inflow,Service Fees,840
2019-01-02,Inflow,Commission Income,235
2019-01-03,Outflow,Professional Services,133
2019-01-03,Outflow,Travel & Transport,52
2019-01-03,Outflow,Office Supplies,62
2019-01-03,Outflow,Equipment Purchase,117
2019-01-03,Outflow,Tax Payments,50
2019-01-03,Outflow,Marketing & Ads,194
2019-01-03,Outflow,Vendor Payments,698
2019-01-03,Inflow,Commission Income,175
2019-01-03,Inflow,Asset Sales,100
2019-01-03,Inflow,Interest Income,100
2019-01-03,Inflow,Grant / Aid Received,528
2019-01-03,Inflow,Service Fees,819
2019-01-03,Inflow,Consulting Fees,562
2019-01-04,Outflow,Tax Payments,50
2019-01-04,Outflow,Professional Services,185
2019-01-04,Outflow,Travel & Transport,60
2019-01-04,Outflow,Office Supplies,64
2019-01-04,Outflow,Equipment Purchase,179
2019-01-04,Inflow,Consulting Fees,392
2019-01-04,Inflow,Subscription Income,615
2019-01-04,Inflow,Interest Income,100
2019-01-04,Inflow,Tax Refunds,100
2019-01-04,Inflow,Service Fees,1100
2019-01-04,Inflow,Sales Revenue,2780
2019-01-04,Inflow,Commission Income,163
2019-01-05,Outflow,Maintenance & Repairs,50
2019-01-05,Outflow,Insurance Premiums,2576
2019-01-05,Outflow,Professional Services,57
2019-01-05,Inflow,Commission Income,100
2019-01-05,Inflow,Rental Income,180
2019-01-06,Inflow,Sales Revenue,590
2019-01-06,Inflow,Tax Refunds,100
2019-01-06,Outflow,Vendor Payments,135
2019-01-07,Outflow,Maintenance & Repairs,86
2019-01-07,Outflow,Professional Services,141
2019-01-07,Outflow,Equipment Purchase,153
2019-01-07,Inflow,Consulting Fees,295
2019-01-07,Outflow,Marketing & Ads,225
2019-01-07,Inflow,Tax Refunds,100
2019-01-07,Inflow,Grant / Aid Received,464
2019-01-07,Inflow,Sales Revenue,2321
2019-01-07,Inflow,Interest Income,100
2019-01-08,Outflow,Professional Services,178
2019-01-08,Outflow,Travel & Transport,92
2019-01-08,Outflow,Office Supplies,50
2019-01-08,Outflow,Vendor Payments,695
2019-01-08,Outflow,Equipment Purchase,192
2019-01-08,Inflow,Interest Income,105
2019-01-08,Inflow,Tax Refunds,100
2019-01-08,Inflow,Sales Revenue,2609
2019-01-08,Inflow,Consulting Fees,542
2019-01-09,Outflow,Tax Payments,50
2019-01-09,Outflow,Maintenance & Repairs,117
2019-01-09,Outflow,Professional Services,178
2019-01-09,Outflow,Travel & Transport,87
2019-01-09,Outflow,Office Supplies,54
2019-01-09,Outflow,Equipment Purchase,159
2019-01-09,Outflow,Marketing & Ads,218
2019-01-09,Inflow,Commission Income,235
2019-01-09,Inflow,Consulting Fees,406
2019-01-09,Outflow,Vendor Payments,598
2019-01-09,Inflow,Interest Income,105
2019-01-09,Inflow,Tax Refunds,100
2019-01-09,Inflow,Subscription Income,421
2019-01-09,Inflow,Service Fees,1004
2019-01-09,Inflow,Sales Revenue,2364
2019-01-10,Outflow,Maintenance & Repairs,97
2019-01-10,Outflow,Professional Services,150
2019-01-10,Outflow,Software Subscriptions,1769
2019-01-10,Outflow,Travel & Transport,74
2019-01-10,Outflow,Office Supplies,50
2019-01-10,Outflow,Equipment Purchase,144
2019-01-10,Inflow,Commission Income,200
2019-01-10,Inflow,Asset Sales,100
2019-01-10,Inflow,Interest Income,100
2019-01-10,Inflow,Tax Refunds,100
2019-01-10,Inflow,Grant / Aid Received,475
2019-01-10,Inflow,Sales Revenue,2214
2019-01-10,Outflow,Vendor Payments,701
2019-01-11,Outflow,Marketing & Ads,346
2019-01-11,Outflow,Maintenance & Repairs,79
